,Player,Age,Pos,Date,Tm,@,Opp,WL,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB
10516,Dejounte Murray,20-095,G,12/23/16,SAS,@,POR,W,1,20,4,8,0.5,3,7,0.429,1,1,1,0,0,,1,2,3
10517,Jamal Murray,19-256,G,11/5/16,DEN,@,DET,L,1,27,4,10,0.4,3,6,0.5,1,4,0.25,0,0,,0,1,1
10518,Jamal Murray,19-267,G,11/16/16,DEN,,PHO,W,0,20,3,8,0.375,0,4,0,3,4,0.75,0,0,,0,1,1
10519,Jamal Murray,19-281,G,11/30/16,DEN,,MIA,L,0,23,3,10,0.3,1,4,0.25,2,6,0.333,1,1,1,0,3,3
10520,Jamal Murray,20-001,G,2/24/17,DEN,,BRK,W,0,26,3,14,0.214,1,9,0.111,2,5,0.4,1,2,0.5,0,2,2
10521,Jamal Murray,19-278,G,11/27/16,DEN,@,PHO,W,0,22,3,8,0.375,2,4,0.5,1,4,0.25,2,2,1,1,3,4
10522,Jamal Murray,19-344,G,2/1/17,DEN,,MEM,L,0,32,3,16,0.188,2,9,0.222,1,7,0.143,2,2,1,1,3,4
10523,Jamal Murray,19-257,G,11/6/16,DEN,@,BOS,W,0,13,3,7,0.429,1,3,0.333,2,4,0.5,1,1,1,0,1,1
10524,Mike Muscala,25-193,F-C,1/10/17,ATL,@,BRK,W,0,23,3,6,0.5,2,4,0.5,1,2,0.5,2,2,1,0,4,4
10525,Mike Muscala,25-188,F-C,1/5/17,ATL,@,NOP,W,0,20,4,9,0.444,3,8,0.375,1,1,1,0,0,,4,2,6
10526,Mike Muscala,25-216,F-C,2/2/17,ATL,@,HOU,W,0,20,4,7,0.571,4,4,1,0,3,0,1,2,0.5,2,6,8
10527,Mike Muscala,25-150,F-C,11/28/16,ATL,@,GSW,L,0,20,4,5,0.8,3,3,1,1,2,0.5,0,1,0,2,2,4
10528,Mike Muscala,25-118,F-C,10/27/16,ATL,,WAS,W,0,26,3,6,0.5,2,4,0.5,1,2,0.5,2,2,1,1,3,4
10529,Jameer Nelson,34-348,G,1/22/17,DEN,@,MIN,L,1,28,4,9,0.444,4,6,0.667,0,3,0,1,2,0.5,0,2,2
10530,Jameer Nelson,34-260,G,10/26/16,DEN,@,NOP,W,0,20,4,8,0.5,3,4,0.75,1,4,0.25,0,0,,0,2,2
10531,Jameer Nelson,34-305,G,12/10/16,DEN,@,ORL,W,0,26,4,9,0.444,3,7,0.429,1,2,0.5,0,0,,0,2,2
10532,Jameer Nelson,34-357,G,1/31/17,DEN,@,LAL,L,1,37,4,15,0.267,3,13,0.231,1,2,0.5,0,0,,1,4,5
10533,Jameer Nelson,34-273,G,11/8/16,DEN,@,MEM,L,0,23,3,5,0.6,2,3,0.667,1,2,0.5,2,2,1,0,1,1
10534,Jameer Nelson,34-271,G,11/6/16,DEN,@,BOS,W,0,36,3,7,0.429,2,4,0.5,1,3,0.333,2,2,1,0,3,3
10535,Jameer Nelson,34-315,G,12/20/16,DEN,@,LAC,L,0,22,4,7,0.571,3,4,0.75,1,3,0.333,0,0,,0,1,1
10536,Andrew Nicholson,26-333,F,11/5/16,WAS,@,ORL,L,0,10,4,10,0.4,4,9,0.444,0,1,0,1,1,1,3,1,4
10537,Andrew Nicholson,26-324,F,10/27/16,WAS,@,ATL,L,0,19,3,6,0.5,2,4,0.5,1,2,0.5,2,2,1,2,5,7
10538,Joakim Noah,31-260,C,11/11/16,NYK,@,BOS,L,1,22,4,5,0.8,4,5,0.8,0,0,,1,1,1,3,7,10
10539,Nerlens Noel,22-321,C-F,2/25/17,DAL,,NOP,W,0,30,3,8,0.375,3,8,0.375,0,0,,3,4,0.75,4,6,10
10540,Nerlens Noel,22-341,C-F,3/17/17,DAL,@,PHI,L,0,19,4,7,0.571,4,7,0.571,0,0,,1,2,0.5,3,2,5
10541,Nerlens Noel,22-264,C-F,12/30/16,PHI,@,DEN,W,0,19,4,7,0.571,4,7,0.571,0,0,,1,4,0.25,1,1,2
10542,Lucas Nogueira,24-150,C,12/23/16,TOR,@,UTA,W,0,32,4,5,0.8,3,4,0.75,1,1,1,0,0,,2,4,6
10543,Lucas Nogueira,24-185,C,1/27/17,TOR,,MIL,W,0,24,4,7,0.571,4,7,0.571,0,0,,1,1,1,4,1,5
10544,Lucas Nogueira,24-165,C,1/7/17,TOR,@,CHI,L,1,42,2,5,0.4,2,4,0.5,0,1,0,5,7,0.714,2,6,8
10545,Dirk Nowitzki,38-232,F,2/6/17,DAL,@,DEN,L,1,24,4,8,0.5,4,7,0.571,0,1,0,1,2,0.5,0,6,6
10546,Dirk Nowitzki,38-229,F,2/3/17,DAL,@,POR,W,1,32,3,9,0.333,0,4,0,3,5,0.6,0,0,,0,5,5
10547,Dirk Nowitzki,38-136,F,11/2/16,DAL,@,UTA,L,1,29,4,14,0.286,4,9,0.444,0,5,0,1,1,1,1,4,5
10548,Jusuf Nurkic,22-165,C,2/4/17,DEN,@,SAS,L,0,24,4,8,0.5,4,8,0.5,0,0,,1,4,0.25,5,3,8
10549,Jusuf Nurkic,22-079,C,11/10/16,DEN,,GSW,L,1,17,4,5,0.8,4,5,0.8,0,0,,1,2,0.5,1,2,3
10550,Kyle O'Quinn,26-286,F-C,1/6/17,NYK,@,MIL,W,0,26,4,9,0.444,4,9,0.444,0,0,,1,2,0.5,4,4,8
10551,Kyle O'Quinn,26-336,F-C,2/25/17,NYK,,PHI,W,0,25,3,6,0.5,3,6,0.5,0,0,,3,4,0.75,3,2,5
10552,Jahlil Okafor,21-049,C-F,2/2/17,PHI,@,SAS,L,1,25,4,12,0.333,4,12,0.333,0,0,,1,1,1,3,6,9
10553,Victor Oladipo,24-194,G,11/14/16,OKC,@,DET,L,1,23,4,17,0.235,3,10,0.3,1,7,0.143,0,1,0,1,1,2
10554,Victor Oladipo,24-318,G,3/18/17,OKC,,SAC,W,1,31,4,15,0.267,3,10,0.3,1,5,0.2,0,0,,0,4,4
10555,Victor Oladipo,24-182,G,11/2/16,OKC,@,LAC,W,1,33,3,11,0.273,2,6,0.333,1,5,0.2,2,3,0.667,0,5,5
10556,Kelly Olynyk,25-220,C-F,11/25/16,BOS,,SAS,L,0,20,4,6,0.667,3,4,0.75,1,2,0.5,0,0,,1,0,1
10557,Kelly Olynyk,25-335,C-F,3/20/17,BOS,,WAS,W,0,18,4,8,0.5,3,6,0.5,1,2,0.5,0,0,,4,7,11
10558,Kelly Olynyk,25-232,C-F,12/7/16,BOS,@,ORL,W,0,20,4,8,0.5,4,5,0.8,0,3,0,1,1,1,1,3,4
10559,Kelly Olynyk,25-332,C-F,3/17/17,BOS,@,BRK,W,0,19,4,6,0.667,4,5,0.8,0,1,0,1,2,0.5,1,5,6
10560,Kelly Olynyk,25-295,C-F,2/8/17,BOS,@,SAC,L,0,15,4,7,0.571,4,7,0.571,0,0,,1,2,0.5,3,5,8
10561,Zaza Pachulia,33-028,C,3/10/17,GSW,@,MIN,L,1,26,4,4,1,4,4,1,0,0,,1,2,0.5,1,4,5
10562,Jabari Parker,21-257,F,11/27/16,MIL,@,ORL,W,1,29,3,8,0.375,2,6,0.333,1,2,0.5,2,3,0.667,1,6,7
10563,Tony Parker,34-161,G,10/25/16,SAS,@,GSW,W,1,26,4,9,0.444,3,7,0.429,1,2,0.5,0,0,,0,3,3
10564,Chandler Parsons,28-075,F,1/8/17,MEM,,UTA,W,1,16,3,4,0.75,1,1,1,2,3,0.667,1,1,1,0,1,1
10565,Chandler Parsons,28-020,F,11/14/16,MEM,@,UTA,W,1,23,3,6,0.5,3,4,0.75,0,2,0,3,3,1,0,4,4
10566,Chandler Parsons,28-113,F,2/15/17,MEM,,NOP,L,1,19,3,6,0.5,2,2,1,1,4,0.25,2,2,1,0,1,1
10567,Chandler Parsons,28-014,F,11/8/16,MEM,,DEN,W,1,21,4,8,0.5,4,5,0.8,0,3,0,1,1,1,0,3,3
10568,Patrick Patterson,27-359,F,3/8/17,TOR,@,NOP,W,0,24,3,4,0.75,1,1,1,2,3,0.667,1,2,0.5,0,1,1
10569,Patrick Patterson,27-275,F,12/14/16,TOR,@,PHI,W,0,28,3,6,0.5,1,2,0.5,2,4,0.5,1,2,0.5,2,3,5
10570,Chris Paul,31-177,G,10/30/16,LAC,,UTA,W,1,29,3,8,0.375,2,5,0.4,1,3,0.333,2,2,1,0,3,3
10571,Chris Paul,31-183,G,11/5/16,LAC,@,SAS,W,1,29,4,11,0.364,4,10,0.4,0,1,0,1,1,1,1,7,8
10572,Chris Paul,31-194,G,11/16/16,LAC,,MEM,L,1,34,3,11,0.273,2,7,0.286,1,4,0.25,2,4,0.5,0,2,2
10573,Cameron Payne,22-163,G,1/18/17,OKC,@,GSW,L,0,25,3,8,0.375,2,3,0.667,1,5,0.2,2,2,1,0,1,1
10574,Cameron Payne,22-179,G,2/3/17,OKC,,MEM,W,0,19,4,7,0.571,3,5,0.6,1,2,0.5,0,0,,0,1,1
10575,Elfrid Payton,22-296,G,12/14/16,ORL,,LAC,L,0,26,4,12,0.333,3,9,0.333,1,3,0.333,0,0,,0,3,3
10576,Elfrid Payton,23-001,G,2/23/17,ORL,,POR,L,1,22,4,8,0.5,4,7,0.571,0,1,0,1,4,0.25,1,1,2
10577,Elfrid Payton,22-275,G,11/23/16,ORL,,PHO,L,1,31,3,11,0.273,3,10,0.3,0,1,0,3,5,0.6,3,3,6
10578,Elfrid Payton,22-321,G,1/8/17,ORL,@,LAL,L,1,19,4,11,0.364,3,9,0.333,1,2,0.5,0,0,,3,3,6
10579,Mason Plumlee,26-341,C-F,2/9/17,POR,,BOS,L,1,30,3,5,0.6,3,5,0.6,0,0,,3,6,0.5,3,4,7
10580,Mason Plumlee,26-255,C-F,11/15/16,POR,,CHI,L,1,22,3,7,0.429,3,7,0.429,0,0,,3,6,0.5,4,2,6
10581,Mason Plumlee,27-013,C-F,3/18/17,DEN,,HOU,L,1,31,3,5,0.6,3,5,0.6,0,0,,3,4,0.75,1,8,9
10582,Mason Plumlee,26-335,C-F,2/3/17,POR,,DAL,L,1,31,4,7,0.571,4,7,0.571,0,0,,1,2,0.5,4,5,9
10583,Mason Plumlee,26-293,C-F,12/23/16,POR,,SAS,L,1,15,4,6,0.667,4,6,0.667,0,0,,1,2,0.5,1,4,5
10584,Mason Plumlee,26-262,C-F,11/22/16,POR,@,NYK,L,1,28,4,5,0.8,4,5,0.8,0,0,,1,3,0.333,4,5,9
10585,Miles Plumlee,28-079,C-F,11/19/16,MIL,,GSW,L,0,15,3,4,0.75,3,4,0.75,0,0,,3,3,1,5,0,5
10586,Otto Porter,23-171,F,11/21/16,WAS,,PHO,W,1,23,3,7,0.429,3,4,0.75,0,3,0,3,4,0.75,2,7,9
10587,Otto Porter,23-188,F,12/8/16,WAS,,DEN,W,1,36,4,9,0.444,3,5,0.6,1,4,0.25,0,0,,0,5,5
10588,Otto Porter,23-198,F,12/18/16,WAS,,LAC,W,1,33,3,7,0.429,3,5,0.6,0,2,0,3,4,0.75,2,2,4
10589,Otto Porter,23-192,F,12/12/16,WAS,@,MIA,L,1,37,4,7,0.571,3,4,0.75,1,3,0.333,0,1,0,0,4,4
10590,Bobby Portis,21-271,F,11/7/16,CHI,,ORL,W,0,17,3,4,0.75,3,4,0.75,0,0,,3,4,0.75,3,3,6
10591,Bobby Portis,22-039,F,3/21/17,CHI,@,TOR,L,0,21,3,8,0.375,2,4,0.5,1,4,0.25,2,2,1,0,5,5
10592,Bobby Portis,22-014,F,2/24/17,CHI,,PHO,W,1,16,4,9,0.444,3,8,0.375,1,1,1,0,0,,2,5,7
10593,Kristaps Porzingis,21-186,F-C,2/4/17,NYK,,CLE,L,1,29,3,10,0.3,2,7,0.286,1,3,0.333,2,5,0.4,1,7,8
10594,Kristaps Porzingis,21-160,F-C,1/9/17,NYK,,NOP,L,1,24,3,13,0.231,3,9,0.333,0,4,0,3,4,0.75,0,4,4
10595,Dwight Powell,25-206,F-C,2/11/17,DAL,,ORL,W,0,17,4,6,0.667,3,5,0.6,1,1,1,0,0,,2,1,3
10596,Dwight Powell,25-154,F-C,12/21/16,DAL,@,POR,W,0,24,1,2,0.5,1,2,0.5,0,0,,7,9,0.778,5,3,8
10597,Dwight Powell,25-147,F-C,12/14/16,DAL,,DET,L,0,20,4,6,0.667,4,6,0.667,0,0,,1,1,1,0,1,1
10598,Norman Powell,23-300,G,3/21/17,TOR,,CHI,W,0,17,3,9,0.333,3,7,0.429,0,2,0,3,5,0.6,1,1,2
10599,Norman Powell,23-168,G,11/9/16,TOR,@,OKC,W,0,23,4,8,0.5,4,7,0.571,0,1,0,1,3,0.333,0,2,2
10600,Julius Randle,21-339,F,11/2/16,LAL,@,ATL,W,1,28,3,7,0.429,3,6,0.5,0,1,0,3,4,0.75,2,4,6
10601,Julius Randle,21-338,F,11/1/16,LAL,@,IND,L,1,20,3,6,0.5,3,5,0.6,0,1,0,3,3,1,0,10,10
10602,Julius Randle,22-054,F,1/22/17,LAL,@,DAL,L,1,23,4,4,1,4,4,1,0,0,,1,2,0.5,0,6,6
10603,Zach Randolph,35-157,F,12/20/16,MEM,,BOS,L,0,21,4,14,0.286,4,12,0.333,0,2,0,1,2,0.5,2,3,5
10604,Zach Randolph,35-203,F,2/4/17,MEM,@,MIN,W,1,31,3,15,0.2,3,12,0.25,0,3,0,3,5,0.6,4,6,10
10605,Zach Randolph,35-238,F,3/11/17,MEM,,ATL,L,0,18,4,7,0.571,4,6,0.667,0,1,0,1,2,0.5,1,1,2
10606,J.J. Redick,32-234,G,2/13/17,LAC,@,UTA,W,1,25,3,10,0.3,1,3,0.333,2,7,0.286,1,1,1,0,2,2
10607,J.J. Redick,32-128,G,10/30/16,LAC,,UTA,W,1,28,4,8,0.5,3,5,0.6,1,3,0.333,0,0,,0,0,0
10608,J.J. Redick,32-209,G,1/19/17,LAC,,MIN,L,1,31,4,11,0.364,3,8,0.375,1,3,0.333,0,0,,1,1,2
10609,Josh Richardson,23-178,G,3/12/17,MIA,@,IND,L,1,37,2,7,0.286,2,4,0.5,0,3,0,5,6,0.833,5,3,8
10610,Josh Richardson,23-098,G,12/22/16,MIA,,LAL,W,1,37,4,11,0.364,3,8,0.375,1,3,0.333,0,0,,1,4,5
10611,Josh Richardson,23-096,G,12/20/16,MIA,,ORL,L,1,44,2,12,0.167,0,4,0,2,8,0.25,3,4,0.75,1,3,4
10612,Josh Richardson,23-111,G,1/4/17,MIA,@,SAC,W,1,37,4,11,0.364,3,4,0.75,1,7,0.143,0,0,,0,8,8
10613,Josh Richardson,23-092,G,12/16/16,MIA,,LAC,L,0,30,3,11,0.273,3,8,0.375,0,3,0,3,3,1,0,1,1
10614,Austin Rivers,24-163,G,1/11/17,LAC,,ORL,W,1,33,3,7,0.429,2,4,0.5,1,3,0.333,2,4,0.5,0,4,4
10615,Austin Rivers,24-141,G,12/20/16,LAC,,DEN,W,0,22,3,8,0.375,2,4,0.5,1,4,0.25,2,4,0.5,0,0,0
10616,Austin Rivers,24-154,G,1/2/17,LAC,,PHO,W,1,37,2,11,0.182,1,8,0.125,1,3,0.333,4,5,0.8,0,4,4
10617,Austin Rivers,24-151,G,12/30/16,LAC,@,HOU,L,1,15,3,8,0.375,2,5,0.4,1,3,0.333,2,3,0.667,0,1,1
10618,Austin Rivers,24-100,G,11/9/16,LAC,,POR,W,0,30,3,10,0.3,1,5,0.2,2,5,0.4,1,1,1,0,4,4
10619,Andre Roberson,25-093,G-F,3/7/17,OKC,,POR,L,1,35,4,7,0.571,3,3,1,1,4,0.25,0,0,,2,4,6
10620,Andre Roberson,25-005,G-F,12/9/16,OKC,,HOU,L,1,37,3,7,0.429,1,2,0.5,2,5,0.4,1,4,0.25,1,7,8
10621,Andre Roberson,24-337,G-F,11/5/16,OKC,,MIN,W,1,25,3,6,0.5,1,3,0.333,2,3,0.667,1,2,0.5,0,1,1
10622,Andre Roberson,25-017,G-F,12/21/16,OKC,@,NOP,W,1,29,4,7,0.571,3,4,0.75,1,3,0.333,0,0,,1,6,7
10623,Andre Roberson,25-084,G-F,2/26/17,OKC,,NOP,W,1,30,4,4,1,3,3,1,1,1,1,0,0,,0,6,6
10624,Andre Roberson,25-027,G-F,12/31/16,OKC,,LAC,W,1,31,3,11,0.273,2,4,0.5,1,7,0.143,2,2,1,1,2,3
10625,Andre Roberson,24-329,G-F,10/28/16,OKC,,PHO,W,1,40,3,4,0.75,2,3,0.667,1,1,1,2,2,1,0,11,11
10626,Glenn Robinson,23-066,G-F,3/15/17,IND,,CHO,W,0,16,4,5,0.8,3,3,1,1,2,0.5,0,0,,0,5,5
10627,Glenn Robinson,22-359,G-F,1/1/17,IND,,ORL,W,1,32,2,6,0.333,1,3,0.333,1,3,0.333,4,4,1,0,8,8
10628,Glenn Robinson,23-008,G-F,1/16/17,IND,,NOP,W,1,30,4,6,0.667,3,3,1,1,3,0.333,0,2,0,1,4,5
10629,Glenn Robinson,22-315,G-F,11/18/16,IND,,PHO,L,0,25,4,6,0.667,4,6,0.667,0,0,,1,1,1,0,3,3
10630,Thomas Robinson,25-346,F,2/26/17,LAL,,SAS,L,0,17,4,7,0.571,4,7,0.571,0,0,,1,2,0.5,4,4,8
10631,Thomas Robinson,25-255,F,11/27/16,LAL,,ATL,W,1,15,4,11,0.364,4,11,0.364,0,0,,1,2,0.5,5,3,8
10632,Sergio Rodriguez,30-226,G,1/24/17,PHI,,LAC,W,0,20,4,12,0.333,3,7,0.429,1,5,0.2,0,0,,0,3,3
10633,Sergio Rodriguez,30-162,G,11/21/16,PHI,,MIA,W,1,20,4,4,1,3,3,1,1,1,1,0,0,,0,0,0
10634,Sergio Rodriguez,30-191,G,12/20/16,PHI,,NOP,L,1,31,3,11,0.273,1,4,0.25,2,7,0.286,1,2,0.5,0,2,2
10635,Sergio Rodriguez,30-189,G,12/18/16,PHI,,BRK,W,1,23,3,11,0.273,0,6,0,3,5,0.6,0,0,,1,1,2
10636,Sergio Rodriguez,30-280,G,3/19/17,PHI,,BOS,W,0,20,4,6,0.667,3,4,0.75,1,2,0.5,0,0,,1,2,3
10637,Rajon Rondo,30-271,G,11/19/16,CHI,@,LAC,L,1,35,4,7,0.571,3,4,0.75,1,3,0.333,0,0,,4,6,10
10638,Rajon Rondo,30-259,G,11/7/16,CHI,,ORL,W,1,22,3,7,0.429,3,7,0.429,0,0,,3,6,0.5,1,2,3
10639,Rajon Rondo,30-257,G,11/5/16,CHI,@,IND,L,1,29,4,11,0.364,3,9,0.333,1,2,0.5,0,0,,0,1,1
10640,Terrence Ross,25-307,F-G,12/8/16,TOR,,MIN,W,0,16,3,7,0.429,2,2,1,1,5,0.2,2,2,1,0,0,0
10641,Terry Rozier,22-347,G,2/27/17,BOS,,ATL,L,0,20,4,9,0.444,3,7,0.429,1,2,0.5,0,0,,1,4,5
10642,Ricky Rubio,26-129,G,2/27/17,MIN,@,SAC,W,1,32,3,8,0.375,2,7,0.286,1,1,1,2,2,1,0,5,5
10643,Ricky Rubio,26-151,G,3/21/17,MIN,,SAS,L,1,30,3,10,0.3,2,8,0.25,1,2,0.5,2,2,1,1,6,7
10644,Ricky Rubio,26-043,G,12/3/16,MIN,@,CHO,W,1,37,2,7,0.286,1,5,0.2,1,2,0.5,4,5,0.8,1,6,7
10645,Damjan Rudez,30-175,F,12/9/16,ORL,@,CHO,L,0,8,4,6,0.667,3,3,1,1,3,0.333,0,0,,0,2,2
10646,Brandon Rush,31-218,G-F,2/10/17,MIN,,NOP,L,1,25,3,7,0.429,1,2,0.5,2,5,0.4,1,2,0.5,0,3,3
10647,Brandon Rush,31-117,G-F,11/1/16,MIN,,MEM,W,0,19,3,6,0.5,1,3,0.333,2,3,0.667,1,2,0.5,0,1,1
10648,D'Angelo Russell,20-248,G,10/28/16,LAL,@,UTA,L,1,32,3,14,0.214,2,9,0.222,1,5,0.2,2,5,0.4,2,3,5
10649,D'Angelo Russell,20-324,G,1/12/17,LAL,@,SAS,L,1,27,4,13,0.308,3,10,0.3,1,3,0.333,0,0,,0,1,1
10650,D'Angelo Russell,20-322,G,1/10/17,LAL,,POR,L,1,30,4,14,0.286,4,7,0.571,0,7,0,1,4,0.25,0,8,8
10651,Domantas Sabonis,20-228,F,12/17/16,OKC,,PHO,W,1,24,3,9,0.333,2,8,0.25,1,1,1,2,4,0.5,0,4,4
10652,Domantas Sabonis,20-297,F,2/24/17,OKC,,LAL,W,1,23,4,7,0.571,3,5,0.6,1,2,0.5,0,1,0,0,3,3
10653,Domantas Sabonis,20-242,F,12/31/16,OKC,,LAC,W,1,25,4,10,0.4,3,6,0.5,1,4,0.25,0,0,,2,2,4
10654,Domantas Sabonis,20-284,F,2/11/17,OKC,,GSW,L,1,26,3,7,0.429,3,6,0.5,0,1,0,3,4,0.75,1,3,4
10655,Domantas Sabonis,20-249,F,1/7/17,OKC,,DEN,W,1,19,2,7,0.286,2,5,0.4,0,2,0,5,5,1,1,4,5
10656,Dario Saric,22-281,F,1/14/17,PHI,@,WAS,L,0,26,3,7,0.429,1,2,0.5,2,5,0.4,1,2,0.5,0,4,4
10657,Tomas Satoransky,25-089,G,1/27/17,WAS,@,ATL,W,0,18,4,5,0.8,3,4,0.75,1,1,1,0,0,,1,2,3
10658,Dennis Schroder,23-069,G,11/23/16,ATL,@,IND,W,1,25,3,11,0.273,2,8,0.25,1,3,0.333,2,2,1,1,2,3
10659,Dennis Schroder,23-134,G,1/27/17,ATL,,WAS,L,1,23,3,11,0.273,2,6,0.333,1,5,0.2,2,2,1,0,0,0
10660,Luis Scola,36-192,F,11/8/16,BRK,,MIN,W,0,17,4,6,0.667,4,5,0.8,0,1,0,1,2,0.5,3,3,6
10661,Luis Scola,36-234,F,12/20/16,BRK,@,TOR,L,1,18,4,10,0.4,3,7,0.429,1,3,0.333,0,0,,4,1,5
10662,Thabo Sefolosha,32-315,G-F,3/13/17,ATL,@,SAS,L,1,27,3,8,0.375,3,7,0.429,0,1,0,3,4,0.75,1,4,5
10663,Thabo Sefolosha,32-210,G-F,11/28/16,ATL,@,GSW,L,0,26,3,8,0.375,3,8,0.375,0,0,,3,4,0.75,0,5,5
10664,Thabo Sefolosha,32-299,G-F,2/25/17,ATL,@,ORL,L,0,19,4,9,0.444,3,6,0.5,1,3,0.333,0,0,,0,0,0
10665,Thabo Sefolosha,32-310,G-F,3/8/17,ATL,,BRK,W,1,31,4,8,0.5,4,5,0.8,0,3,0,1,2,0.5,1,7,8
10666,Kevin Seraphin,27-071,F,2/16/17,IND,,WAS,L,1,25,4,8,0.5,4,8,0.5,0,0,,1,2,0.5,2,3,5
10667,Ramon Sessions,30-262,G,12/29/16,CHO,,MIA,W,0,18,3,9,0.333,3,7,0.429,0,2,0,3,3,1,1,0,1
10668,Ramon Sessions,30-229,G,11/26/16,CHO,,NYK,W,0,15,2,3,0.667,1,1,1,1,2,0.5,4,7,0.571,1,1,2
10669,Ramon Sessions,30-259,G,12/26/16,CHO,@,BRK,L,0,15,2,6,0.333,1,3,0.333,1,3,0.333,4,4,1,0,0,0
10670,Ramon Sessions,30-287,G,1/23/17,CHO,,WAS,L,0,14,3,6,0.5,2,4,0.5,1,2,0.5,2,2,1,0,1,1
10671,Ramon Sessions,30-236,G,12/3/16,CHO,,MIN,L,0,16,2,5,0.4,2,3,0.667,0,2,0,5,6,0.833,0,0,0
10672,Ramon Sessions,30-268,G,1/4/17,CHO,,OKC,W,0,15,3,5,0.6,2,3,0.667,1,2,0.5,2,3,0.667,0,2,2
10673,Iman Shumpert,26-220,G,2/1/17,CLE,,MIN,W,1,28,3,9,0.333,0,2,0,3,7,0.429,0,0,,1,6,7
10674,Iman Shumpert,26-263,G,3/16/17,CLE,,UTA,W,1,22,4,11,0.364,3,5,0.6,1,6,0.167,0,0,,0,3,3
10675,Iman Shumpert,26-145,G,11/18/16,CLE,,DET,W,0,17,3,5,0.6,1,2,0.5,2,3,0.667,1,1,1,0,0,0
10676,Iman Shumpert,26-233,G,2/14/17,CLE,@,MIN,W,1,26,3,9,0.333,0,1,0,3,8,0.375,0,0,,0,0,0
10677,Iman Shumpert,26-251,G,3/4/17,CLE,@,MIA,L,1,27,3,7,0.429,2,5,0.4,1,2,0.5,2,2,1,0,0,0
10678,Iman Shumpert,26-159,G,12/2/16,CLE,@,CHI,L,0,19,4,6,0.667,3,4,0.75,1,2,0.5,0,0,,0,3,3
10679,Pascal Siakam,22-320,F,12/20/16,TOR,,BRK,W,1,28,3,3,1,3,3,1,0,0,,3,4,0.75,0,3,3
10680,Pascal Siakam,22-282,F,11/12/16,TOR,,NYK,W,1,20,4,5,0.8,4,5,0.8,0,0,,1,1,1,0,2,2
10681,Jonathon Simmons,27-056,G-F,11/9/16,SAS,,HOU,L,0,21,3,4,0.75,3,4,0.75,0,0,,3,3,1,0,3,3
10682,Marcus Smart,22-328,G,1/28/17,BOS,@,MIL,W,0,35,2,6,0.333,2,5,0.4,0,1,0,5,7,0.714,0,4,4
10683,Marcus Smart,22-311,G,1/11/17,BOS,,WAS,W,1,36,3,11,0.273,3,6,0.5,0,5,0,3,3,1,2,2,4
10684,Marcus Smart,22-260,G,11/21/16,BOS,@,MIN,W,0,31,3,9,0.333,0,3,0,3,6,0.5,0,0,,0,6,6
10685,Marcus Smart,22-360,G,3/1/17,BOS,,CLE,W,0,33,4,9,0.444,3,7,0.429,1,2,0.5,0,0,,0,2,2
10686,Marcus Smart,22-303,G,1/3/17,BOS,,UTA,W,0,28,3,5,0.6,2,4,0.5,1,1,1,2,2,1,1,0,1
10687,Marcus Smart,22-334,G,2/3/17,BOS,,LAL,W,0,32,3,10,0.3,1,5,0.2,2,5,0.4,1,2,0.5,0,3,3
10688,Marcus Smart,22-251,G,11/12/16,BOS,@,IND,W,1,34,4,11,0.364,4,9,0.444,0,2,0,1,2,0.5,1,1,2
10689,Marcus Smart,22-298,G,12/29/16,BOS,@,CLE,L,0,31,3,7,0.429,2,2,1,1,5,0.2,2,2,1,0,1,1
10690,Marcus Smart,22-264,G,11/25/16,BOS,,SAS,L,0,27,3,9,0.333,3,6,0.5,0,3,0,3,3,1,3,1,4
10691,Marcus Smart,22-313,G,1/13/17,BOS,@,ATL,W,1,37,2,13,0.154,1,9,0.111,1,4,0.25,4,6,0.667,2,0,2
10692,Ish Smith,28-171,G,12/23/16,DET,,GSW,L,0,18,4,7,0.571,3,6,0.5,1,1,1,0,1,0,0,1,1
10693,Ish Smith,28-127,G,11/9/16,DET,@,PHO,L,1,32,3,13,0.231,3,12,0.25,0,1,0,3,4,0.75,1,2,3
10694,Ish Smith,28-187,G,1/8/17,DET,@,POR,W,0,21,4,6,0.667,3,5,0.6,1,1,1,0,0,,0,2,2
10695,Ish Smith,28-120,G,11/2/16,DET,@,BRK,L,1,31,3,9,0.333,2,8,0.25,1,1,1,2,2,1,0,2,2
10696,Ish Smith,28-200,G,1/21/17,DET,,WAS,W,0,16,4,8,0.5,4,8,0.5,0,0,,1,2,0.5,0,2,2
10697,Ish Smith,28-174,G,12/26/16,DET,,CLE,W,0,18,4,7,0.571,3,6,0.5,1,1,1,0,0,,0,2,2
10698,J.R. Smith,31-070,G-F,11/18/16,CLE,,DET,W,1,25,3,7,0.429,0,1,0,3,6,0.5,0,0,,0,1,1
10699,J.R. Smith,31-084,G-F,12/2/16,CLE,@,CHI,L,1,33,3,8,0.375,0,0,,3,8,0.375,0,0,,0,2,2
10700,Jason Smith,31-008,F-C,3/10/17,WAS,@,SAC,W,0,24,4,4,1,3,3,1,1,1,1,0,0,,0,6,6
10701,Jason Smith,30-339,F-C,2/4/17,WAS,,NOP,W,0,14,4,4,1,4,4,1,0,0,,1,2,0.5,1,4,5
